client_id,Nbr_Transactions_2025,Montant_Total_2025,Montant_Moyen_2025,Montant_Max_2025,NCP,CPT_AGENCE_CODE,CLIENT_MARCHE,utilise_mobile_banking_2025,CSP_2025,Segment_NMR_2025,CLIENT_SPEC_LIB_2025,CLT_SECTEUR_ACTIVITE_LIB_2025,Nbr_Cheques_2025,Montant_Cheques_2025,Plafond_Chequier_2025,Ratio_Cheques_Paiements_2025,NBRE_TRANSACTIONS_2024,MONTANT_TOTAL_2024,MONTANT_MOYEN_2024,MONTANT_MAX_2024,NCP_client,AGENCE_COMPTE,MARCHE,utilise_mobile_banking_2024,CSP_2024,Segment_NMR_2024,CLIENT_SPEC_LIB_2024,CLT_SECTEUR_ACTIVITE_LIB_2024,NBRE_CHQ_COMPENSES_2024,MONTANT_CHQ_COMPENSES_2024,MONTANT_MAX_CHQ_2024,NBRE_PREAVIS,NBRE_CNP,NBRE_CNP_INCIDENT,AUTORISATION,NBRE_CHEQUIERS_OCTROYES_2024,NBRE_CHEQUES_OCTROYES_2024,NBRE_CHEQUES_EN_CIRCULATION,Ecart_Nbr_Cheques_2024_2025,Ecart_Montant_Max_2024_2025,A_Demande_Derogation,Derogation_Acceptee,Derogation_Refusee
02e55e59,19,1487459.97,78287.36684210526,116620.71,45cb49b4da,28.0,Particuliers,True,SALARIE HAUT CADRE,S3 Essentiel,,ENSEIGNEMENT,0.0,0.0,0.0,0.0,22,1161395.51,52790.705,99592.4,45cb49b4da,28.0,TPE,True,SALARIE HAUT CADRE,S3 Essentiel,,ENSEIGNEMENT,9.0,498560.78,88604.12,2,0,0,3155.2169746204227,1,25,16.0,-9.0,28016.59000000001,1,1,0
02f373d0,9,717298.25,79699.80555555556,117002.83,b4c9516bef,141.0,PRO,True,SALARIE CADRE MOYEN,S4 Avenir,,SANTÉ HUMAINE ET ACTION SOCIAL,1.0,37745.71,37745.71,0.1111111111111111,14,543767.04,38840.50285714286,88574.53,b4c9516bef,141.0,Particuliers,True,SALARIE CADRE MOYEN,S4 Avenir,,SANTÉ HUMAINE ET ACTION SOCIAL,7.0,330273.08,88574.53,1,0,0,5973.485208054957,1,25,18.0,-6.0,28428.300000000003,1,1,0
0314784b,10,706681.71,70668.171,111206.73,55932955ba,226.0,PME,False,SALARIE CADRE MOYEN,S5 Univers,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,18,976610.64,54256.14666666667,93033.95,55932955ba,226.0,PME,True,SALARIE CADRE MOYEN,S5 Univers,,INFORMATION ET COMMUNICATION,5.0,258755.73,76674.96,0,0,0,9682.600694687953,1,25,20.0,-5.0,34531.76999999999,1,1,0
0316c364,12,753615.0,62801.25,113630.11,01cd18c710,64.0,TRE,False,SALARIE CADRE MOYEN,S4 Avenir,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,7,316412.24,45201.74857142857,95634.66,01cd18c710,64.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,,INFORMATION ET COMMUNICATION,5.0,236182.26,95634.66,0,0,0,40955.53807699005,1,25,20.0,-5.0,17995.449999999997,1,0,1
039b7321,87,6363909.06,73148.37999999999,118580.09,0549f19645,133.0,Particuliers,False,TPE,NON SEGMENTE,,ACTIV DE SCES ADMIN ET SOUTIEN,0.0,0.0,0.0,0.0,30,1268862.69,42295.422999999995,99826.62,0549f19645,133.0,TPE,False,TPE,NON SEGMENTE,,ACTIV DE SCES ADMIN ET SOUTIEN,12.0,344782.38,80664.22,1,1,0,31095.13879590356,1,25,13.0,-12.0,37915.869999999995,1,1,0
03ae21ae,15,1009161.15,67277.41,119564.0,23674598cb,14.0,PRO,True,RETRAITE,S3 Essentiel,,TRANSPORTS ET ENTREPOSAGE,0.0,0.0,0.0,0.0,14,829460.6699999999,59247.19071428571,97153.49,23674598cb,14.0,GEI,False,RETRAITE,S3 Essentiel,,TRANSPORTS ET ENTREPOSAGE,5.0,315099.69,97153.49,1,0,0,45539.22165573991,1,25,20.0,-5.0,22410.509999999995,1,1,0
03d814a1,24,1258221.87,52425.911250000005,118257.94,e8ea6c726f,126.0,PRO,False,RENTIER,NON SEGMENTE,,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,11,493452.79,44859.34454545454,82009.88,e8ea6c726f,126.0,PME,True,RENTIER,NON SEGMENTE,,INDUSTRIE MANUFACTURIÈRE,8.0,359317.8,82009.88,0,0,0,34972.817030210936,1,25,17.0,-8.0,36248.06,1,1,0
03f80f22,16,840425.64,52526.6025,97895.23,72a912e95c,60.0,PRO,True,RETRAITE,S4 Avenir,,ADMINISTRATION PUBLIQUE,1.0,30498.03,30498.03,0.0625,12,506294.97000000003,42191.247500000005,88021.19,72a912e95c,60.0,GEI,False,RETRAITE,S4 Avenir,,ADMINISTRATION PUBLIQUE,4.0,106230.02,48545.25,0,0,0,3129.506258726117,1,25,21.0,-3.0,49349.979999999996,1,1,0
041d742d,18,959637.72,53313.206666666665,93206.97,640b000e6e,182.0,PME,False,SALARIE AGENT D EXECUTION,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,23,1200150.81,52180.47,97250.39,640b000e6e,182.0,GEI,False,SALARIE AGENT D EXECUTION,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,11.0,646864.44,97250.39,1,0,0,4082.805562949443,1,25,14.0,-11.0,-4043.4199999999983,1,1,0
048871d6,1,25651.3,25651.3,25651.3,d5d14140c1,218.0,GEI,True,SANS PROFFESION,S5 Univers,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,10,447878.25,44787.825,73761.28,d5d14140c1,218.0,PRO,False,SANS PROFFESION,S5 Univers,,INFORMATION ET COMMUNICATION,5.0,229950.62,73413.55,1,0,0,41675.75114586059,1,25,20.0,-5.0,-47762.25,1,1,0
04bad37d,21,807380.25,38446.67857142857,82755.12,36eca70b7b,104.0,TPE,True,TRE SALARIE,S4 Avenir,,INFORMATION ET COMMUNICATION,3.0,72763.5,24254.5,0.14285714285714285,6,225779.88,37629.98,62094.36,ca6c6f9478,104.0,GEI,False,TRE SALARIE,S4 Avenir,,INFORMATION ET COMMUNICATION,3.0,39496.8,13165.6,0,1,0,9899.409985042095,1,25,22.0,0.0,69589.51999999999,1,0,1
0519e576,6,283718.66000000003,47286.443333333336,112947.0,3858dad70b,66.0,Particuliers,True,SALARIE CADRE MOYEN,S2 Premium,,ENSEIGNEMENT,0.0,0.0,0.0,0.0,18,981401.86,54522.32555555555,97803.84,3858dad70b,66.0,PME,True,SALARIE CADRE MOYEN,S2 Premium,,ENSEIGNEMENT,8.0,464945.48,91886.48,0,0,0,39015.637212643436,1,25,17.0,-8.0,21060.520000000004,1,1,0
05d3c3c3,23,1490477.44,64803.366956521735,119306.95,171ab1ca8a,82.0,PME,True,SALARIE CADRE MOYEN,S3 Essentiel,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,7,392524.87,56074.98142857143,94715.09,171ab1ca8a,82.0,Particuliers,False,SALARIE CADRE MOYEN,S3 Essentiel,,INFORMATION ET COMMUNICATION,4.0,209441.98,94715.09,0,0,0,3047.2537330361592,1,25,21.0,-4.0,24591.86,1,1,0
067133ab,24,1251284.24,52136.84333333333,93161.05,66db509718,12.0,TRE,False,SALARIE HAUT CADRE,S1 Excellence,BANQUE DIGITALE,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,28,1369317.56,48904.19857142858,86485.09,66db509718,12.0,TRE,True,SALARIE HAUT CADRE,S1 Excellence,BANQUE DIGITALE,INFORMATION ET COMMUNICATION,8.0,436910.3,86485.09,1,0,1,22424.087324117627,1,25,17.0,-8.0,6675.960000000006,1,1,0
0691606e,14,781194.59,55799.61357142857,119166.71,fa6da2746b,187.0,TPE,False,SALARIE CADRE MOYEN,S3 Essentiel,BANQUE DIGITALE,ENSEIGNEMENT,1.0,104754.15,104754.15,0.07142857142857142,9,511988.89,56887.654444444444,96982.4,fa6da2746b,187.0,TRE,True,SALARIE CADRE MOYEN,S3 Essentiel,BANQUE DIGITALE,ENSEIGNEMENT,3.0,228899.94,91878.99,3,0,1,8133.826776139058,1,25,22.0,-2.0,27287.72,1,1,0
06f7c4b3,12,779438.3200000001,64953.193333333336,109984.28,db50ebd83b,21.0,Particuliers,True,SALARIE AGENT D EXECUTION,S5 Univers,,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,19,898121.77,47269.56684210526,88822.87,db50ebd83b,21.0,Particuliers,True,SALARIE AGENT D EXECUTION,S5 Univers,,INDUSTRIE MANUFACTURIÈRE,8.0,343146.62,67353.74,2,1,1,33680.92452395353,1,25,17.0,-8.0,42630.53999999999,1,0,1
07226beb,84,4807341.54,57230.25642857143,116590.93,7c41395867,144.0,GEI,True,ENTREPRISE NON RESIDENTE,NOUVEAU CLIENT,,INFORMATION ET COMMUNICATION,6.0,173882.67,33371.15,0.07142857142857142,6,136481.75999999998,22746.959999999995,35041.34,621f2dba51,144.0,GEI,False,ENTREPRISE NON RESIDENTE,NOUVEAU CLIENT,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,1,0,0,20681.996309223545,1,25,25.0,6.0,116590.93,1,1,0
073ca58a,14,850975.5,60783.96428571428,96612.83,5720cea2e7,106.0,PME,False,TRE PROFESSIONNEL,S4 Avenir,,CONSTRUCTION,0.0,0.0,0.0,0.0,18,712250.46,39569.47,84993.36,37c550f1ad,106.0,GEI,False,TRE PROFESSIONNEL,S4 Avenir,,CONSTRUCTION,2.0,52789.66,26394.83,0,0,0,15436.159790958698,1,25,23.0,-2.0,70218.0,1,1,0
076eabb9,7,467745.35,66820.76428571428,87993.56,b30397f4be,51.0,TRE,False,PROFESSIONNEL LIBERALE,NON SEGMENTE,,ACTIVITÉS IMMOBILIÈRES,0.0,0.0,0.0,0.0,9,375066.02,41674.002222222225,78772.56,b30397f4be,51.0,TPE,False,PROFESSIONNEL LIBERALE,NON SEGMENTE,,ACTIVITÉS IMMOBILIÈRES,3.0,120118.26000000001,71364.57,1,1,0,40645.94197513546,1,25,22.0,-3.0,16628.98999999999,1,1,0
0839ec34,7,443949.14,63421.305714285714,113484.92,7f2851e4e8,118.0,TPE,False,SALARIE CADRE MOYEN,S5 Univers,,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,5,270386.99,54077.398,86057.26,7f2851e4e8,118.0,TRE,False,SALARIE CADRE MOYEN,S5 Univers,,ACTIV FINANCIÈRES ET ASSURANCE,4.0,195491.03999999998,86057.26,1,0,0,28261.718186373713,1,25,21.0,-4.0,27427.660000000003,1,0,1
0921e49d,27,1817555.67,67316.87666666666,113891.79,91ce4425bd,118.0,TPE,False,SALARIE CADRE MOYEN,CLIENT INACTIF,,INDUSTRIE MANUFACTURIÈRE,1.0,11293.06,11293.06,0.037037037037037035,12,672146.94,56012.244999999995,95211.74,91ce4425bd,118.0,Particuliers,False,SALARIE CADRE MOYEN,CLIENT INACTIF,,INDUSTRIE MANUFACTURIÈRE,3.0,210406.2,90772.97,1,0,0,8090.798419008027,1,25,22.0,-2.0,23118.819999999992,1,1,0
0922304c,26,1306290.3,50241.93461538462,114083.63,687284bc7c,189.0,Particuliers,False,TRE SALARIE,S2 Premium,,INFORMATION ET COMMUNICATION,2.0,112161.4,56080.7,0.07692307692307693,54,2528671.98,46827.258888888886,99492.46,687284bc7c,189.0,TPE,False,TRE SALARIE,S2 Premium,,INFORMATION ET COMMUNICATION,26.0,1237854.38,91145.36,0,1,0,14946.709021855071,2,50,24.0,-24.0,22938.270000000004,1,1,0
0954c261,51,3196715.31,62680.69235294118,112675.36,22ee70e936,167.0,PRO,True,RENTIER,NON SEGMENTE,,ACTIV FINANCIÈRES ET ASSURANCE,3.0,155821.44,51940.48,0.058823529411764705,84,4043388.36,48135.57571428571,99169.57,22ee70e936,167.0,PRO,False,RENTIER,NON SEGMENTE,,ACTIV FINANCIÈRES ET ASSURANCE,33.0,1500116.46,99169.57,0,0,0,24530.084299115268,2,50,17.0,-30.0,13505.789999999994,1,0,1
098df7a0,20,1421227.28,71061.364,119131.81,350390a4ad,221.0,PME,False,SALARIE HAUT CADRE,S3 Essentiel,,INDUSTRIE MANUFACTURIÈRE,1.0,22983.9,22983.9,0.05,23,1208588.93,52547.34478260869,92201.17,350390a4ad,221.0,PRO,True,SALARIE HAUT CADRE,S3 Essentiel,,INDUSTRIE MANUFACTURIÈRE,8.0,307302.28,75052.51,0,0,0,6674.205583620146,1,25,17.0,-7.0,44079.3,1,1,0
09a64dd3,22,1324030.02,60183.18272727273,116668.33,be89165add,54.0,TRE,True,SALARIE CADRE MOYEN,S3 Essentiel,,AUTRES ACTIVITÉS DE SERVICES,1.0,53940.16,53940.16,0.045454545454545456,19,697624.1599999999,36717.06105263157,79356.73,be89165add,54.0,TRE,False,SALARIE CADRE MOYEN,S3 Essentiel,,AUTRES ACTIVITÉS DE SERVICES,9.0,317188.54,72617.37,0,1,0,47032.17793336721,1,25,16.0,-8.0,44050.96000000001,1,1,0
09aabaa7,30,1579224.56,52640.818666666666,112021.98,34dd414dd8,34.0,PRO,False,TRE PROFESSIONNEL,S2 Premium,,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,5,300193.52,60038.704000000005,81035.93,34dd414dd8,34.0,PME,True,TRE PROFESSIONNEL,S2 Premium,,AUTRES ACTIVITÉS DE SERVICES,2.0,159249.53999999998,81035.93,1,0,0,18175.843031842698,1,25,23.0,-2.0,30986.050000000003,1,0,1
09d2d30f,12,686373.54,57197.795000000006,89088.44,6f7a763f21,177.0,TRE,True,TRE SALARIE,CLIENT INACTIF,,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,42,1803843.68,42948.65904761905,96363.23,6f7a763f21,177.0,GEI,True,TRE SALARIE,CLIENT INACTIF,,ACTIV FINANCIÈRES ET ASSURANCE,12.0,723184.48,95156.61,0,1,0,43988.89957032663,1,25,13.0,-12.0,-6068.169999999998,1,0,1
0a095acb,12,797260.75,66438.39583333333,112108.03,b2f210c901,75.0,TRE,True,SALARIE CADRE MOYEN,S5 Univers,,ACTIVITÉS IMMOBILIÈRES,1.0,73887.68,73887.68,0.08333333333333333,26,1382780.81,53183.87730769231,97187.13,b2f210c901,75.0,Particuliers,True,SALARIE CADRE MOYEN,S5 Univers,,ACTIVITÉS IMMOBILIÈRES,11.0,649128.15,97187.13,0,0,0,21744.27598471358,1,25,14.0,-10.0,14920.899999999994,1,1,0
0a214143,18,1347151.86,74841.77,113283.31,38c5c07546,169.0,GEI,False,SALARIE CADRE MOYEN,S4 Avenir,,INFORMATION ET COMMUNICATION,1.0,111789.99,111789.99,0.05555555555555555,27,1434906.07,53144.66925925926,93617.29,38c5c07546,169.0,PRO,True,SALARIE CADRE MOYEN,S4 Avenir,,INFORMATION ET COMMUNICATION,13.0,521269.59,85739.17,1,0,0,32718.736121893653,1,25,12.0,-12.0,27544.14,1,1,0
0a3e7786,5,392447.92,78489.584,100390.72,1a2ab021b7,66.0,Particuliers,False,SALARIE AGENT D EXECUTION,S1 Excellence,,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,23,1120553.82,48719.73130434783,99315.57,1a2ab021b7,66.0,TRE,True,SALARIE AGENT D EXECUTION,S1 Excellence,,ADMINISTRATION PUBLIQUE,7.0,273468.11,55020.92,0,0,0,1586.2270233447716,1,25,18.0,-7.0,45369.8,1,1,0
0a6d19bf,17,1093979.01,64351.70647058824,117743.17,430c3cb5de,12.0,TPE,True,TRE SALARIE,NON SEGMENTE,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,6,332454.70999999996,55409.118333333325,99191.73,430c3cb5de,12.0,GEI,True,TRE SALARIE,NON SEGMENTE,,INFORMATION ET COMMUNICATION,4.0,256293.15,99191.73,0,0,1,27472.535118007054,1,25,21.0,-4.0,18551.440000000002,1,1,0
0a7c8b41,19,1077029.1300000001,56685.74368421053,106558.25,79e6488238,12.0,PRO,False,SALARIE HAUT CADRE,NON SEGMENTE,,ENSEIGNEMENT,1.0,53403.22,53403.22,0.05263157894736842,4,140222.01,35055.5025,63867.48,79e6488238,12.0,TRE,False,SALARIE HAUT CADRE,NON SEGMENTE,,ENSEIGNEMENT,0.0,0.0,0.0,0,0,0,47689.06255306861,1,25,25.0,1.0,106558.25,1,0,1
0a9de526,7,347931.1,49704.44285714285,82890.7,0870a84594,192.0,TRE,True,RETRAITE,S1 Excellence,,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,29,1468196.43,50627.46310344827,96096.27,0870a84594,192.0,PME,True,RETRAITE,S1 Excellence,,ACTIV FINANCIÈRES ET ASSURANCE,9.0,502048.45,93232.92,2,0,0,11418.620448926042,1,25,16.0,-9.0,-10342.220000000001,1,0,1
0aafdd8d,26,1625471.66,62518.14076923077,110814.69,8775a95a5a,12.0,PRO,False,JEUNE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,1.0,91804.53,91804.53,0.038461538461538464,28,1223457.98,43694.92785714286,95832.84,8775a95a5a,12.0,Particuliers,True,JEUNE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,12.0,584708.6,84059.32,0,0,0,6624.391180706085,1,25,13.0,-11.0,26755.369999999995,1,1,0
0abd6042,38,2482662.38,65333.22052631579,116120.1,981134efed,157.0,PRO,True,TPE,NON SEGMENTE,,INDUSTRIE MANUFACTURIÈRE,2.0,217760.4,108880.2,0.05263157894736842,14,914444.92,65317.49428571429,89747.93,db7b71ae08,157.0,TRE,True,TPE,NON SEGMENTE,,INDUSTRIE MANUFACTURIÈRE,4.0,169583.5,62134.14,0,0,0,11328.94666662051,1,25,21.0,-2.0,53985.96000000001,1,1,0
0af1e389,18,1045160.59,58064.477222222224,119598.4,3fbe54f9d5,190.0,TPE,False,RETRAITE,S4 Avenir,,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,10,329651.26,32965.126000000004,85110.01,3fbe54f9d5,190.0,TPE,True,RETRAITE,S4 Avenir,,ACTIV FINANCIÈRES ET ASSURANCE,4.0,221254.71,85110.01,0,0,0,14374.212538976455,1,25,21.0,-4.0,34488.39,1,1,0
0b09f935,1,114600.49,114600.49,114600.49,0addc92eb6,106.0,GEI,False,SALARIE AGENT D EXECUTION,S5 Univers,,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,26,1437899.3,55303.81923076923,99090.69,0addc92eb6,106.0,TRE,False,SALARIE AGENT D EXECUTION,S5 Univers,,INFORMATION ET COMMUNICATION,14.0,731046.2,97113.68,0,0,0,18384.68122835446,1,25,11.0,-14.0,17486.810000000012,1,1,0
0b75d69f,11,603392.83,54853.89363636363,114097.29,149d354c50,162.0,PME,False,SALARIE HAUT CADRE,S1 Excellence,,INFORMATION ET COMMUNICATION,1.0,114097.29,114097.29,0.09090909090909091,26,1235216.35,47508.321153846155,86648.11,149d354c50,162.0,Particuliers,True,SALARIE HAUT CADRE,S1 Excellence,,INFORMATION ET COMMUNICATION,8.0,376613.89,78303.34,0,0,0,41437.82203042117,1,25,17.0,-7.0,35793.95,1,1,0
0bb50da0,30,1498308.26,49943.60866666667,119343.39,7e0f5af04d,138.0,GEI,True,COMMERCANT,S4 Avenir,,COMM ET RÉPAR AUTOS MOTOCYCL,2.0,41597.04,20798.52,0.06666666666666667,34,1566889.12,46084.97411764706,90805.63,7e0f5af04d,138.0,Particuliers,True,COMMERCANT,S4 Avenir,,COMM ET RÉPAR AUTOS MOTOCYCL,12.0,695688.9600000001,90805.63,1,0,1,12933.295181787857,1,25,13.0,-10.0,28537.759999999995,1,1,0
